cell_id,time,enh_x,enh_y,enh_z,prom_x,prom_y,prom_z,transcription
0,0,-37.34894515856814,971.0420793942031,1248.7962088348454,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,1,-143.58033632671174,1123.8271120000345,1220.3651277885601,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,2,-27.823442615884858,1206.4929619481654,1237.2609869095895,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,3,-49.52945850736489,858.8114409885808,1347.5046233706626,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,4,129.38753536076058,968.6100363097182,1200.773046454881,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,5,93.17397355522121,1005.9634310551598,1079.1009028861304,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,6,183.33787711603497,891.5369502370773,1279.0214851012256,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,7,-283.59089629868333,973.2414192611986,1240.0399796649444,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,8,-160.40216770671702,1099.0928876923144,1381.501382091439,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,9,193.18232082922327,1004.9264363175683,1317.1142634977682,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,10,126.50331779705937,1053.8981753781502,1175.0681973521075,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,11,39.14635282184156,982.8863809457138,1421.2167220351248,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,12,171.38292608207132,959.930058549385,1063.9164086415362,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,13,136.4342180104495,1012.1804180900784,1328.8127076307387,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,14,157.19633058907039,942.2347368930417,1187.5568653930973,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,15,-156.42803416345578,1065.0096512656974,1121.1248388737406,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,16,41.598625863968095,1026.5074612649926,1344.8536140729036,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,17,152.12732325468744,974.0772924148337,1438.339615504628,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,18,65.3929337534563,1031.7529156202893,1321.3801238403905,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,19,7.98522819766049,913.8150166506728,1339.2222591584239,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,20,26.857060548868503,1147.4632838436723,1346.8969564569093,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,21,-237.62453682684338,1102.1044291530918,1271.9871438977732,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,22,-50.094778705586975,1083.6380313897434,1235.3624780388193,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,23,75.13590887978728,821.562110906217,1332.4018210461606,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,24,234.135511225737,942.0013500137132,1412.5953144091663,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,25,52.93931343415602,917.5232350404992,1214.2422735627729,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,26,269.99110558311304,932.4230944156155,1245.6437694462754,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,27,205.7096092823855,1108.0782163275908,1332.862978621356,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,28,-38.05085570587653,747.9541962107687,1431.6790026553576,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,29,192.3752613330439,930.2856146835542,1152.533857231511,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,30,-20.907631758921582,768.8880967032933,1354.5380996383735,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,31,98.23742649964345,1060.2035813522712,1247.015258536397,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,32,114.19799229844591,1084.549715003584,1363.6565831046303,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,33,-27.034670302083498,1010.2372461365724,1224.0334446595548,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,34,-47.80705304789245,995.9348352637853,1298.3024278214582,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,35,1.3939332512566693,816.0752034294264,1372.8955756064063,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,36,-43.17738157449577,1038.4010584781906,1112.4084624904262,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,37,-117.78258384918263,857.7702312298858,1149.5377248248683,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,38,36.15433077543855,988.8346945407036,1207.943330888895,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,39,124.65229124153166,1146.0442938828903,1020.278427222462,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,40,109.72744453142582,952.4670574933813,1033.1566271696652,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,41,-146.88706008337556,956.7763713283915,1169.5022880450986,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,42,-140.18133002286345,1206.1990300279942,975.2445907462136,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,43,68.92883840028867,973.6129824734656,1461.1254567873737,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,44,-50.57495461671715,1245.7940680170047,1236.2439889685284,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,45,-82.40840898113868,1045.8519966840577,1340.6807664654368,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,46,97.44503581761103,1092.3428770803446,1362.4799097001976,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,47,87.04640301914583,815.3150142772388,1222.8641290820076,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,48,-246.5552590345515,1254.2913246218748,1417.2644541919522,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,49,-276.0720895550751,1057.7380702037885,1336.1085840156506,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,50,-143.37652658773658,1195.361484369157,1108.012408626809,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,51,22.104856352289858,1023.1290420190041,1185.0010038225325,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,52,134.2556672732785,974.2756176326214,1300.2677209990716,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,53,-14.305798704594451,961.8373709554319,1201.4183782765865,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,54,248.6373565135525,1232.7293921164644,1563.7174342219741,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,55,45.37229171804324,1059.6440216251447,1324.8844914734846,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,56,95.29516475341507,891.3127780679466,1249.8918599740846,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,57,-1.0101632357957442,941.5944867930027,1269.0940210289014,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,58,41.29132612739147,748.2475863948428,1319.886658066481,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,59,-134.08575465986905,797.7328047216482,1196.0321942019207,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,60,35.99535536544556,805.7524554700127,1247.5117486682918,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,61,90.3658406991326,1159.6686916420683,1269.542053982585,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,62,144.79888845914422,881.7689200760311,1287.1913868330914,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,63,52.21195698019176,1111.3696575979523,1257.5294720882148,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,64,135.19453048503965,844.8360419827379,1530.816786852788,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,65,103.4948147098437,1009.6930780790486,1209.2897206045266,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,66,-22.148107513511718,850.9339049328471,1353.7998143885613,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,67,132.51267804998713,952.3132363497223,1349.6953599470821,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,68,-122.06921725585755,967.6555493068776,1214.1421028287086,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,69,115.30841302201702,942.1361869380742,1181.993650765316,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,70,-32.99082471132573,1052.2054972114004,1215.366517271113,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,71,199.10206194234274,1015.2425722254609,1501.9381694380404,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,72,-37.94195134182701,1174.2593594959558,1185.0008444488642,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,73,62.829989238749704,828.7199068860575,1167.9078421452457,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,74,94.8309637442917,822.0124283552755,1027.6762033994273,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,75,-33.88448834583858,1053.047894089474,1084.968162900751,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,76,-6.961495465837572,935.6212870939214,1184.4113779709996,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,77,-132.37676620840057,821.3339113227547,1231.4199826532663,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,78,7.24151888068991,906.3497073771686,1188.1439479600788,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,79,-170.76104274371522,903.7140346331577,1238.5612603031955,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,80,50.6956346205377,837.8911509020771,1183.2374251028534,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,81,123.92896926685671,1101.0189216936028,1555.0530696193528,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,82,9.854115035551331,1040.6691268690874,1413.8503879646166,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,83,247.9417249741258,868.0455319574976,1161.4379699271522,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,84,-70.17468076394044,1034.9909339355604,1215.2219688893956,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,85,-259.37254518293895,1007.1632824686664,1252.7973015039097,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,86,-76.45432742061973,983.0706488284849,1074.2205455912076,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,87,27.008525102637236,1092.3675143810492,1299.0817078166415,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,88,-137.9533754978546,1161.2584646777345,1431.681535731308,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,89,-160.92532079096657,984.1758060000911,1105.9430545888497,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,90,-38.66635582978739,1013.0914139870885,998.6342274429946,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,91,180.4111638690482,994.6358467748394,1457.415951660335,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,92,-41.25750351547907,1271.2820897697247,1471.0680923725288,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,93,123.97360142651632,966.6214666243732,1157.3815751640675,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,94,-48.87942489027239,1073.63018783679,1193.8199670838285,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,95,-264.2825029526792,963.7838739731471,1232.7620000696054,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,96,188.13577036868264,815.5564455847909,1299.7546002974693,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,97,-179.22922007886672,998.1303557946833,1141.204527599199,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,98,-84.41251666368152,970.5326147149138,1088.9339489508247,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,99,-94.00766834334826,902.6626573493211,1248.6221749058616,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,100,74.4941427599664,1034.2797141560181,1386.515397948515,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,101,-86.46651930663626,1024.9582476167895,1410.6988619547262,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,102,135.16071075148363,960.1785651745886,1067.1883585488467,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,103,86.50341364553208,944.8500164068582,1248.231458060748,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,104,-178.00883803601187,974.1087731091606,1369.2305013194753,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,105,-3.64414801286307,1015.3855673005795,1242.3694723311892,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,106,-60.37370507585587,1137.9947140840409,1210.196277653747,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,107,43.81718164343465,1025.455422099527,1148.4701646037252,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,108,261.276829328674,836.5548827435206,1154.7617313403819,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,109,87.74462042109099,991.6385580815687,1154.5322934910268,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,110,-340.4639724241639,980.0441656872589,1140.5235541271918,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,111,-0.9225429135183276,994.3401880315059,1397.8763628844004,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,112,182.79716583807294,1045.772542247392,1456.1910977176972,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,113,-100.0516935729778,1040.4039537635792,1477.5014997655717,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,114,-125.83632371211297,1040.6713840706782,1252.6557924916767,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,115,158.39223657317723,889.5785825221801,1285.2915599234336,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,116,-176.46578065728698,1033.8882553048077,1389.1353424607262,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,117,-253.49158314000323,966.2216481949719,1193.657531362125,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,118,-159.06655388337083,1001.7045393781823,1223.8162022924446,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,119,-141.23282484156368,1127.499589842149,1273.866825482006,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,120,-221.75438611482014,934.0535943718332,1140.336210199207,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,121,82.45879956791214,948.840183162091,1467.4660411685127,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,122,83.23288825461111,851.928147845719,1402.937393875872,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,123,-7.631645333629535,1057.8726200141111,1180.0638441643093,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,124,85.23210486980133,770.690054338769,1226.349000546289,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,125,35.42720228135772,993.0497589781476,1224.9551633226156,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,126,142.21724549426278,1027.5844556897196,1018.8108728525871,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,127,8.412548693841586,945.5585960540544,1625.8922030876292,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,128,-153.12517359666924,1296.5851089333105,1294.7681902543,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,129,102.0625419874716,1006.6328240305265,1270.1277522927517,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,130,113.63594507362575,676.5385869357751,1291.7754111765241,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,131,35.857268327622364,916.5293250193744,1350.5407677781905,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,132,7.731933174463165,1151.62013822134,1355.5494320904825,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,133,118.86279978208256,1020.8754634899998,1410.2546715895282,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,134,-76.65349908441397,1017.8449892279655,1305.3552338680754,-509.7234054180517,988.1624396742175,1259.427674260458,1
0,135,-43.27021510012082,713.1745093540632,1129.3071855612013,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,136,36.194498707261914,879.455124885353,1084.667560152588,-509.7234054180517,988.1624396742175,1259.427674260458,0
0,137,7.230743615531196,1148.1902677315459,1267.7668961581385,-509.7234054180517,988.1624396742175,1259.427674260458,0
